RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_DWELL_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_REGRESSION_PATH_DURATION,IA_SKIP,BUTTON_ACCURACY,Trial_Index_,cond_name,indexofia,length_pre,target_matras,practice,stim_num,target_length,TRIAL_DWELL_TIME,IA_ID
P26B,74,319,319,319,1,319,0,-1,74,RH,6,5,2,No,11,5,4096,6
P26B,75,378,378,378,1,378,0,-1,75,TH,7,3,1,No,65,3,5664,7
P26B,76,485,485,485,1,485,0,1,76,RL,4,4,2,No,52,4,3300,4
P26B,77,973,609,973,2,973,0,-1,77,TH,5,4,2,No,25,4,4114,5
P26B,78,662,201,201,1,878,0,-1,78,RH,4,6,2,No,15,6,3935,4
P26B,79,1099,535,1099,2,1099,0,-1,79,TL,5,5,2,No,50,5,4683,5
P26B,80,318,318,318,1,318,0,-1,80,TH,5,6,3,No,17,6,4127,5
P26B,81,562,299,299,1,1113,0,-1,81,TL,5,4,1,No,26,4,4281,5
P26B,82,0,NA,NA,NA,NA,1,-1,82,RH,4,4,2,No,71,4,2825,4
P26B,83,604,265,265,1,802,0,1,83,RL,6,7,1,No,56,7,4650,6
P26B,84,1003,216,1003,2,1003,0,-1,84,TL,5,3,1,No,70,3,3350,5
P27C,5,704,190,460,2,460,0,1,5,RH,5,5,2,No,12,5,6388,5
P27C,6,398,217,398,2,398,0,-1,6,RL,6,6,2,No,13,6,3261,6
P27C,7,419,419,419,1,419,0,-1,7,TH,4,3,1,No,54,3,3487,4
P27C,8,702,280,558,2,558,0,-1,8,RL,6,5,2,No,73,5,5584,6
P27C,9,857,542,857,2,857,0,-1,9,TL,6,3,1,No,31,3,3477,6
P27C,10,921,281,627,2,627,0,-1,10,TH,6,4,2,No,74,4,5284,6
P27C,11,770,341,770,2,770,0,-1,11,TL,9,5,2,No,47,5,5592,9
P27C,12,470,265,470,2,470,0,-1,12,TL,6,4,1,No,27,4,3591,6
P27C,13,356,356,356,1,356,0,1,13,RH,4,4,2,No,52,4,4110,4
P27C,14,433,160,433,2,433,0,1,14,RH,5,5,2,No,40,5,3905,5
P27C,15,399,399,399,1,399,0,1,15,RH,5,4,1,No,80,4,3562,5
P27C,16,1005,251,1005,2,1005,0,-1,16,RL,5,6,3,No,17,6,4765,5
P27C,17,465,465,465,1,465,0,1,17,RH,6,5,2,No,68,5,3921,6
P27C,18,916,268,916,3,916,0,-1,18,TL,8,3,1,No,63,3,3578,8
P27C,19,416,416,416,1,416,0,-1,19,RL,5,5,1,No,53,5,3647,5
P27C,20,767,249,767,2,767,0,-1,20,RL,4,5,2,No,1,5,3215,4
P27C,21,730,305,730,2,730,0,-1,21,TL,4,3,1,No,35,3,3127,4
P27C,22,576,421,576,2,576,0,-1,22,TL,6,5,2,No,23,5,2919,6
P27C,23,702,313,702,2,702,0,-1,23,RL,4,5,2,No,61,5,4274,4
P27C,24,466,271,466,2,466,0,-1,24,RL,5,5,2,No,41,5,3412,5
P27C,25,703,168,703,2,703,0,-1,25,TL,5,4,2,No,7,4,3327,5
P27C,26,154,154,154,1,154,0,-1,26,TH,5,4,1,No,26,4,3210,5
P27C,27,249,249,249,1,249,0,1,27,RH,4,5,1,No,36,5,3745,4
P27C,28,830,117,830,3,830,0,-1,28,TL,6,5,2,No,19,5,3538,6
P27C,29,302,302,302,1,302,0,1,29,RH,7,5,2,No,72,5,3238,7
P27C,30,177,177,177,1,177,0,-1,30,TL,4,4,2,No,71,4,3700,4
P27C,31,747,333,747,2,747,0,-1,31,TL,4,4,2,No,3,4,4178,4
P27C,32,231,231,231,1,231,0,1,32,RH,6,5,1,No,48,5,2838,6
P27C,33,660,424,660,2,660,0,1,33,RH,4,5,1,No,20,5,2438,4
P27C,34,1637,188,1464,4,1464,0,-1,34,TH,4,5,2,No,18,5,4394,4
P27C,35,227,227,227,1,227,0,1,35,RH,6,6,1,No,56,6,2450,6
P27C,36,562,269,562,2,562,0,-1,36,TH,5,4,2,No,6,4,2556,5
P27C,37,746,295,295,1,985,0,-1,37,TH,5,5,2,No,50,5,3084,5
P27C,38,258,258,258,1,258,0,1,38,RH,7,4,1,No,64,4,1947,7
P27C,39,440,440,440,1,440,0,-1,39,TL,5,4,1,No,55,4,4529,5
P27C,40,855,192,855,3,855,0,-1,40,RL,8,8,2,No,29,8,4945,8
P27C,41,751,252,751,2,751,0,-1,41,TH,5,4,1,No,46,4,2904,5
P27C,42,500,242,242,1,242,0,-1,42,RL,5,6,3,No,37,6,3359,5
P27C,43,424,245,424,2,424,0,-1,43,TH,4,5,3,No,38,5,2650,4
P27C,44,867,183,552,2,552,0,-1,44,TH,6,4,1,No,34,4,3615,6
P27C,45,713,415,415,1,415,0,-1,45,TL,5,4,2,No,75,4,3243,5
P27C,46,836,338,836,2,836,0,-1,46,TL,4,5,2,No,15,5,2756,4
P27C,47,640,308,308,1,308,0,-1,47,RL,5,6,1,No,45,6,3033,5
P27C,48,475,475,475,1,475,0,-1,48,TH,5,5,2,No,14,5,2882,5
P27C,49,421,421,421,1,421,0,1,49,RH,4,5,2,No,76,5,3498,4
P27C,50,374,143,374,2,374,0,-1,50,TH,5,3,1,No,70,3,3634,5
P27C,51,339,339,339,1,339,0,-1,51,TH,7,4,1,No,62,4,3392,7
P27C,52,709,709,709,1,709,0,-1,52,TL,8,4,1,No,59,4,3873,8
P27C,53,581,581,581,1,581,0,1,53,RH,6,7,2,No,24,7,3404,6
P27C,54,677,197,197,1,197,0,-1,54,RL,7,5,1,No,65,5,3711,7
P27C,55,288,288,288,1,288,0,-1,55,RL,5,5,2,No,25,5,3967,5
P27C,56,434,251,434,2,434,0,1,56,RH,4,5,1,No,44,5,3918,4
P27C,57,643,643,643,1,643,0,-1,57,RL,8,5,1,No,57,5,4076,8
P27C,58,222,222,222,1,222,0,-1,58,TH,4,3,2,No,42,5,2851,4
P27C,59,355,355,355,1,355,0,1,59,RH,7,6,1,No,28,6,3849,7
P27C,60,516,228,516,2,516,0,1,60,RH,4,6,1,No,8,6,2527,4
P27C,61,442,125,442,2,442,0,-1,61,TH,4,4,2,No,2,4,3958,4
P27C,62,1304,202,202,1,1117,0,-1,62,TL,4,5,3,No,43,5,3769,4
P27C,63,423,163,423,2,423,0,-1,63,TL,4,5,2,No,67,5,3525,4
P27C,64,1101,224,1101,3,1101,0,-1,64,RL,6,5,1,No,33,5,3824,6
P27C,65,225,225,225,1,225,0,1,65,RH,4,5,1,No,4,5,2302,4
P27C,66,219,219,219,1,219,0,1,66,RH,6,4,1,No,32,4,3778,6
P27C,67,525,268,268,1,268,0,1,67,RH,6,6,1,No,16,6,3620,6
P27C,68,931,287,792,2,792,0,-1,68,TH,5,5,2,No,22,5,4155,5
P27C,69,559,305,305,1,305,0,-1,69,RL,6,6,2,No,49,6,4286,6
P27C,70,365,365,365,1,365,0,-1,70,TH,4,4,2,No,78,4,4566,4
P27C,71,509,350,509,2,509,0,-1,71,TH,4,4,1,No,58,4,3583,4
P27C,72,785,261,785,2,785,0,-1,72,RL,5,5,2,No,21,5,4669,5
P27C,73,491,249,249,1,249,0,-1,73,RL,4,5,1,No,9,5,3576,4
P27C,74,333,333,333,1,333,0,-1,74,TH,6,4,1,No,66,4,3184,6
P27C,75,249,249,249,1,249,0,-1,75,TL,4,3,1,No,79,3,3858,4
P27C,76,746,416,746,2,746,0,-1,76,RL,5,5,1,No,69,5,4220,5
P27C,77,219,219,219,1,219,0,1,77,RH,7,6,1,No,60,6,4633,7
P27C,78,468,265,468,2,468,0,-1,78,TL,6,5,2,No,11,5,3401,6
P27C,79,232,232,232,1,232,0,-1,79,TH,5,4,2,No,30,4,1964,5
P27C,80,1001,318,1001,2,1001,0,-1,80,TL,5,4,2,No,39,4,3629,5
P27C,81,811,185,185,1,185,0,-1,81,TL,5,4,2,No,51,4,4848,5
P27C,82,411,256,256,1,256,0,-1,82,RL,6,4,2,No,77,4,3601,6
P27C,83,313,313,313,1,313,0,-1,83,TH,6,4,1,No,10,4,4738,6
P27C,84,965,381,596,2,596,0,-1,84,RL,8,5,1,No,5,5,3881,8
P28D,5,648,252,648,2,648,0,-1,5,RL,5,4,2,No,30,4,2468,5
P28D,6,483,483,483,1,483,0,1,6,TL,7,3,1,No,64,3,3535,7
P28D,7,417,117,117,1,673,0,-1,7,TH,6,5,2,No,19,5,3484,6
P28D,8,305,305,305,1,305,0,-1,8,RH,5,4,2,No,25,4,1622,5
P28D,9,307,307,307,1,307,1,1,9,TL,4,4,2,No,76,4,3574,4
P28D,10,418,212,212,1,723,0,-1,10,TH,4,5,2,No,67,5,3893,4
P28D,11,697,260,260,1,260,0,-1,11,RH,4,5,2,No,1,5,2866,4
P28D,12,332,171,171,1,626,0,-1,12,RL,4,5,2,No,78,5,4857,4
P28D,13,328,328,328,1,328,0,-1,13,TH,6,5,2,No,11,5,2405,6
P28D,14,621,278,278,1,1185,0,-1,14,TH,5,4,2,No,39,4,3524,5
P28D,15,542,182,542,2,542,0,1,15,TL,4,4,1,No,36,4,2764,4
P28D,16,864,191,591,3,2099,0,-1,16,RL,5,5,2,No,50,5,4008,5
P28D,17,564,318,564,2,564,0,-1,17,TH,9,5,2,No,47,5,2663,9
P28D,18,646,179,646,2,646,0,-1,18,RL,6,5,1,No,66,5,3821,6
P28D,19,355,355,355,1,355,0,-1,19,RL,5,5,1,No,26,5,2818,5
P28D,20,212,212,212,1,212,0,-1,20,RH,6,6,2,No,49,6,3168,6
P28D,21,258,258,258,1,258,0,-1,21,TH,4,4,2,No,71,4,1377,4
P28D,22,0,NA,NA,NA,NA,1,-1,22,RH,5,4,2,No,41,4,2110,5
P28D,23,371,371,371,1,371,0,1,23,TL,5,5,2,No,12,5,3050,5
P28D,24,392,392,392,1,392,0,1,24,TL,7,4,2,No,72,4,2223,7
P28D,25,193,193,193,1,193,0,-1,25,RH,5,6,2,No,21,6,4331,5
P28D,26,215,215,215,1,215,0,-1,26,TH,5,4,2,No,7,4,2212,5
P28D,27,306,306,306,1,306,0,1,27,TL,4,4,1,No,44,4,2449,4
P28D,28,1113,496,496,1,1389,0,0,28,TL,7,4,1,No,60,4,2902,7
P28D,29,185,185,185,1,185,0,-1,29,TH,4,5,3,No,43,5,2431,4
P28D,30,269,269,269,1,269,0,-1,30,TH,6,4,1,No,27,4,2523,6
P28D,31,463,245,463,2,463,0,-1,31,RH,8,5,1,No,5,5,2997,8
P28D,32,640,255,255,1,255,1,-1,32,RH,8,5,2,No,29,5,3133,8
P28D,33,156,156,156,1,156,0,-1,33,RH,5,6,1,No,69,6,2519,5
P28D,34,581,233,233,1,233,0,-1,34,RL,5,5,1,No,46,5,2185,5
P28D,35,395,154,154,1,1023,0,-1,35,TH,4,3,1,No,79,3,2394,4
P28D,36,250,250,250,1,250,0,-1,36,TH,6,3,1,No,31,3,2802,6
P28D,37,320,320,320,1,320,0,-1,37,RL,4,4,3,No,38,4,2422,4
P28D,38,424,138,424,2,424,0,-1,38,RL,4,6,2,No,2,6,1875,4
P28D,39,555,241,241,1,241,0,-1,39,RL,5,5,2,No,6,5,2332,5
P28D,40,537,180,180,1,180,0,-1,40,RL,5,8,2,No,22,8,2108,5
P28D,41,252,252,252,1,252,0,1,41,TL,6,4,1,No,48,4,2157,6
P28D,42,0,NA,NA,NA,NA,1,-1,42,RL,7,6,1,No,62,6,3194,7
P28D,43,415,196,415,2,415,0,-1,43,RL,4,5,2,No,18,5,1577,4
P28D,44,283,283,283,1,283,0,-1,44,TH,5,4,2,No,51,4,1574,5
P28D,45,236,236,236,1,236,0,-1,45,TH,5,4,2,No,75,4,1613,5
P28D,46,856,368,856,3,856,0,-1,46,RH,5,7,1,No,45,7,2149,5
P28D,47,533,193,193,1,814,0,1,47,TL,6,4,2,No,68,4,2308,6
P28D,48,365,365,365,1,365,0,-1,48,RL,6,5,1,No,34,5,3110,6
P28D,49,501,238,238,1,238,0,-1,49,RH,5,5,3,No,37,5,3044,5
P28D,50,281,281,281,1,281,0,-1,50,TH,8,4,1,No,59,4,2403,8
P28D,51,277,277,277,1,277,0,-1,51,RL,4,5,1,No,54,5,1627,4
P28D,52,490,207,207,1,207,0,-1,52,RH,4,5,2,No,61,5,2477,4
P28D,53,373,181,181,1,831,0,1,53,TL,4,4,1,No,8,4,2140,4
P28D,54,328,328,328,1,328,0,-1,54,RL,5,3,1,No,70,3,1976,5
P28D,55,211,211,211,1,211,0,-1,55,TH,6,5,2,No,23,5,2225,6
P28D,56,370,204,370,2,582,0,-1,56,RH,6,4,1,No,33,4,2841,6
P28D,57,268,268,268,1,268,0,-1,57,RH,5,4,1,No,53,4,2312,5
P28D,58,440,208,440,2,440,0,-1,58,RL,4,6,1,No,58,6,2322,4
P28D,59,604,299,604,2,604,0,1,59,TL,4,4,1,No,20,4,2400,4
P28D,60,499,333,499,2,499,0,-1,60,TH,4,4,2,No,3,4,1791,4
P28D,61,439,439,439,1,439,0,1,61,TL,4,4,1,No,4,4,2193,4
P28D,62,277,277,277,1,277,0,1,62,TL,7,4,1,No,28,4,2981,7
P28D,63,396,396,396,1,692,0,1,63,TL,4,4,2,No,52,4,2380,4
P28D,64,424,204,204,1,909,0,1,64,TL,5,3,1,No,80,3,3015,5
P28D,65,389,389,389,1,389,0,-1,65,RH,6,5,2,No,13,5,2085,6
P28D,66,524,357,524,2,524,0,1,66,TL,6,5,2,No,24,5,2811,6
P28D,67,200,200,200,1,200,0,-1,67,RH,8,6,1,No,57,6,2675,8
P28D,68,172,172,172,1,172,0,1,68,TL,6,4,1,No,16,4,2657,6
P28D,69,592,178,178,1,897,0,-1,69,TH,8,3,1,No,63,3,2584,8
P28D,70,367,367,367,1,367,0,-1,70,TH,4,5,2,No,15,5,2257,4
P28D,71,394,222,394,2,394,0,-1,71,RL,6,5,1,No,10,5,2483,6
P28D,72,823,256,443,2,443,0,-1,72,RL,5,7,2,No,14,7,2627,5
P28D,73,304,304,304,1,304,0,-1,73,TH,5,4,1,No,55,4,2198,5
P28D,74,785,199,785,3,785,0,-1,74,RH,5,6,3,No,17,6,2605,5
P28D,75,401,401,401,1,401,0,1,75,TL,5,4,2,No,40,4,1918,5
P28D,76,815,288,815,3,815,0,-1,76,RH,6,6,2,No,77,6,2368,6
P28D,77,252,252,252,1,252,0,-1,77,RL,4,5,2,No,42,5,2427,4
P28D,78,199,199,199,1,199,0,-1,78,RH,6,4,2,No,73,4,1974,6
P28D,79,416,202,416,2,416,0,-1,79,RH,4,6,1,No,9,6,1500,4
P28D,80,380,203,203,1,554,0,-1,80,TH,4,3,1,No,35,3,1744,4
P28D,81,0,NA,NA,NA,NA,1,1,81,TL,6,3,1,No,32,3,2649,6
P28D,82,294,294,294,1,294,0,-1,82,RH,7,3,1,No,65,3,2498,7
P28D,83,713,415,415,1,415,0,-1,83,RL,6,4,2,No,74,4,3094,6
P28D,84,312,312,312,1,312,0,1,84,TL,6,4,1,No,56,4,1616,6
P1B,5,853,246,853,3,1025,0,-1,5,TL,4,5,2,No,18,5,4361,4
P1B,6,330,330,330,1,330,0,1,6,RL,5,3,1,No,80,3,3743,5
P1B,7,1419,486,486,1,1938,0,-1,7,TL,5,5,2,No,14,5,5753,5
P1B,8,573,573,573,1,573,0,-1,8,TL,5,3,1,No,70,3,3519,5
P1B,9,318,318,318,1,318,0,-1,9,TH,5,3,1,No,53,3,4215,5
P1B,10,557,197,557,2,557,0,1,10,RL,4,6,1,No,8,6,2401,4
P1B,11,369,369,369,1,369,0,-1,11,TH,5,4,2,No,25,4,3141,5
P1B,12,1122,500,500,1,500,0,-1,12,TL,4,3,1,No,54,3,5021,4
P1B,13,304,304,304,1,304,0,1,13,RL,6,5,1,No,16,5,2525,6
P1B,14,235,235,235,1,429,1,1,14,RL,4,6,1,No,4,6,3235,4
P1B,15,372,170,170,1,837,0,-1,15,TL,5,4,1,No,26,4,3879,5
P1B,16,213,213,213,1,328,1,-1,16,RH,4,6,3,No,43,6,2731,4
P1B,17,756,756,756,1,756,0,-1,17,TH,8,4,1,No,5,4,4177,8
P1B,18,759,474,474,1,474,0,-1,18,TL,4,5,3,No,38,5,3060,4
P1B,19,244,244,244,1,244,0,1,19,RL,7,5,1,No,28,5,3125,7
P1B,20,798,592,798,2,798,0,-1,20,TL,6,4,1,No,66,4,4197,6
P1B,21,540,174,540,2,694,0,-1,21,TH,5,5,2,No,21,5,3482,5
P1B,22,1487,337,537,2,1321,0,-1,22,TL,5,5,2,No,22,5,4033,5
P1B,23,442,442,442,1,442,0,-1,23,TH,6,5,2,No,49,5,4558,6
P1B,24,215,215,215,1,215,0,-1,24,RH,6,5,2,No,11,5,2856,6
P1B,25,723,723,723,1,723,0,1,25,RL,4,4,2,No,52,4,2737,4
P1B,26,217,217,217,1,217,0,-1,26,RH,4,6,1,No,35,6,3061,4
P1B,27,452,270,270,1,270,0,-1,27,TH,6,4,2,No,77,4,3896,6
P1B,28,342,342,342,1,342,1,-1,28,TH,4,4,1,No,9,4,4361,4
P1B,29,0,NA,NA,NA,NA,1,-1,29,TL,5,4,2,No,30,4,2370,5
P1B,30,369,177,369,2,369,0,-1,30,RH,6,5,2,No,23,5,2535,6
P1B,31,253,253,253,1,253,0,1,31,RL,5,5,2,No,40,5,2305,5
P1B,32,617,219,427,2,427,0,-1,32,TH,4,4,2,No,1,4,2901,4
P1B,33,494,232,494,2,494,0,-1,33,RH,5,4,2,No,51,4,3262,5
P1B,34,223,223,223,1,223,0,1,34,RL,6,6,1,No,32,6,3813,6
P1B,35,333,333,333,1,333,0,1,35,RL,4,4,2,No,76,4,3345,4
P1B,36,361,361,361,1,604,0,-1,36,RH,9,6,2,No,47,6,3475,9
P1B,37,563,563,563,1,563,0,-1,37,TL,4,3,2,No,42,5,3291,4
P1B,38,711,329,329,1,652,0,-1,38,TL,5,5,2,No,50,5,2768,5
P1B,39,776,323,776,2,776,0,-1,39,RH,5,6,2,No,75,6,2908,5
P1B,40,550,550,550,1,550,0,-1,40,TH,4,4,2,No,61,4,2759,4
P1B,41,401,401,401,1,401,0,-1,41,TL,5,4,2,No,6,4,2590,5
P1B,42,278,278,278,1,278,0,-1,42,RH,4,4,1,No,79,4,3694,4
P1B,43,658,658,658,1,658,0,1,43,RL,7,6,1,No,60,6,3502,7
P1B,44,369,369,369,1,369,0,-1,44,TH,8,4,1,No,57,4,5747,8
P1B,45,0,NA,NA,NA,NA,1,-1,45,TL,4,4,2,No,78,4,4237,4
P1B,46,587,587,587,1,587,0,1,46,RL,4,5,1,No,36,5,3947,4
P1B,47,496,271,496,2,496,0,1,47,RL,6,7,2,No,24,7,2947,6
P1B,48,981,383,383,1,383,0,-1,48,TL,6,4,2,No,74,4,3452,6
P1B,49,408,238,408,2,408,0,-1,49,TH,6,3,1,No,33,3,4075,6
P1B,50,651,427,427,1,427,0,-1,50,RH,6,6,1,No,27,6,3464,6
P1B,51,209,209,209,1,209,0,-1,51,RH,8,6,1,No,59,6,2807,8
P1B,52,250,250,250,1,250,0,-1,52,TL,4,4,2,No,2,4,3476,4
P1B,53,946,574,771,2,771,0,-1,53,TH,8,5,2,No,29,5,4337,8
P1B,54,365,365,365,1,365,0,-1,54,TL,4,4,1,No,58,4,2706,4
P1B,55,240,240,240,1,240,0,-1,55,RH,6,3,1,No,31,3,2758,6
P1B,56,440,314,440,2,440,0,1,56,RL,7,4,1,No,64,4,4892,7
P1B,57,289,289,289,1,289,0,-1,57,RH,4,6,2,No,15,6,2704,4
P1B,58,433,192,433,2,433,0,-1,58,TH,5,4,1,No,69,4,2393,5
P1B,59,199,199,199,1,199,0,1,59,RL,6,5,2,No,68,5,2492,6
P1B,60,268,268,268,1,268,0,1,60,RL,4,5,1,No,44,5,2780,4
P1B,61,807,291,291,1,291,0,1,61,RL,5,6,2,No,12,6,3481,5
P1B,62,298,298,298,1,298,0,1,62,RL,7,5,2,No,72,5,2095,7
P1B,63,475,258,475,2,475,0,-1,63,RH,6,5,2,No,19,5,2935,6
P1B,64,2513,700,1565,4,1565,0,-1,64,TH,5,6,3,No,17,6,6723,5
P1B,65,416,416,416,1,416,0,-1,65,RH,5,6,2,No,7,6,2162,5
P1B,66,358,178,178,1,178,0,-1,66,RH,5,5,1,No,55,5,3572,5
P1B,67,276,276,276,1,276,0,-1,67,RH,4,6,2,No,67,6,3016,4
P1B,68,601,185,601,2,601,0,-1,68,TH,5,4,2,No,41,4,3438,5
P1B,69,479,383,479,2,479,0,1,69,RL,6,7,1,No,56,7,2822,6
P1B,70,382,382,382,1,382,0,-1,70,RH,5,5,2,No,39,5,2646,5
P1B,71,980,464,464,1,464,0,-1,71,TH,5,4,1,No,45,4,3295,5
P1B,72,683,363,683,3,683,0,-1,72,TL,6,4,1,No,10,4,4322,6
P1B,73,264,264,264,1,264,0,-1,73,RH,8,5,1,No,63,5,2114,8
P1B,74,1511,252,508,2,508,0,-1,74,TL,6,4,1,No,34,4,3874,6
P1B,75,446,230,230,1,230,0,-1,75,RH,4,4,2,No,71,4,2219,4
P1B,76,772,211,406,2,406,0,1,76,RL,6,6,1,No,48,6,2665,6
P1B,77,850,179,662,2,662,0,1,77,RL,4,5,1,No,20,5,2643,4
P1B,78,920,674,920,2,920,0,-1,78,TH,7,3,1,No,65,3,3428,7
P1B,79,765,329,570,2,570,0,-1,79,TL,7,4,1,No,62,4,3610,7
P1B,80,553,553,553,1,553,0,-1,80,TH,5,5,3,No,37,5,3878,5
P1B,81,367,202,202,1,202,0,-1,81,TH,6,4,2,No,73,4,3095,6
P1B,82,578,406,406,1,406,0,-1,82,TL,5,4,1,No,46,4,3291,5
P1B,83,679,360,679,2,679,0,-1,83,RH,4,6,2,No,3,6,2639,4
P1B,84,873,292,292,1,1161,0,-1,84,TH,6,5,2,No,13,5,3086,6
P30B,5,437,437,437,1,437,1,-1,5,TH,6,4,2,No,73,4,4315,6
P30B,6,590,183,590,2,590,0,1,6,RL,6,6,1,No,32,6,5334,6
P30B,7,885,553,885,2,885,0,-1,7,TL,4,4,2,No,78,4,7591,4
P30B,8,1018,305,305,1,1335,0,-1,8,TH,8,5,2,No,29,5,4657,8
P30B,9,565,185,565,2,565,0,-1,9,RH,4,6,1,No,35,6,2716,4
P30B,10,384,257,384,2,384,0,-1,10,RH,8,6,1,No,59,6,3729,8
P30B,11,512,512,512,1,512,0,1,11,RL,4,5,1,No,36,5,3647,4
P30B,12,332,332,332,1,332,0,-1,12,TH,6,4,2,No,77,4,4972,6
P30B,13,419,162,419,2,419,0,-1,13,RH,6,5,2,No,11,5,3090,6
P30B,14,1487,544,1487,4,1487,0,-1,14,TL,5,4,1,No,46,4,4938,5
P30B,15,642,427,642,2,642,1,1,15,RL,7,6,1,No,60,6,4657,7
P30B,16,776,776,776,1,776,0,1,16,RL,6,6,1,No,48,6,3664,6
P30B,17,1100,282,1100,4,1100,0,-1,17,TL,4,5,2,No,18,5,3727,4
P30B,18,469,469,469,1,469,0,-1,18,RH,4,6,2,No,15,6,4021,4
P30B,19,810,157,810,3,810,0,1,19,RL,4,5,1,No,20,5,3057,4
P30B,20,529,529,529,1,529,0,-1,20,RH,5,4,2,No,51,4,4297,5
P30B,21,213,213,213,1,213,0,-1,21,RH,4,4,1,No,79,4,3739,4
P30B,22,672,672,672,1,672,0,-1,22,TH,5,4,1,No,45,4,5245,5
P30B,23,562,562,562,1,562,0,-1,23,TL,6,4,1,No,34,4,6066,6
P30B,24,791,106,791,2,791,0,-1,24,TL,5,4,2,No,30,4,3495,5
P30B,25,566,566,566,1,566,0,-1,25,TH,6,5,2,No,49,5,5526,6
P30B,26,684,684,684,1,684,0,-1,26,TL,7,4,1,No,62,4,5651,7
P30B,27,254,254,254,1,254,0,-1,27,RH,6,5,2,No,23,5,2812,6
P30B,28,455,290,455,2,455,0,-1,28,RH,4,6,3,No,43,6,2990,4
P30B,29,214,214,214,1,214,0,-1,29,RH,5,5,2,No,39,5,3986,5
P30B,30,325,325,325,1,325,0,-1,30,TH,5,4,2,No,25,4,3217,5
P30B,31,151,151,151,1,151,0,-1,31,RH,8,5,1,No,63,5,2883,8
P30B,32,651,173,332,2,332,0,-1,32,RH,4,4,2,No,71,4,3413,4
P30B,33,848,191,191,1,879,0,1,33,RL,7,4,1,No,64,4,4807,7
P30B,34,681,305,305,1,305,1,1,34,RL,5,3,1,No,80,3,6055,5
P30B,35,524,171,524,2,524,0,-1,35,TH,8,4,1,No,57,4,5008,8
P30B,36,874,246,874,3,874,0,-1,36,TL,5,5,2,No,50,5,3914,5
P30B,37,671,227,671,3,671,0,1,37,RL,5,5,2,No,40,5,3255,5
P30B,38,1034,165,165,1,917,0,-1,38,TH,7,3,1,No,65,3,5341,7
P30B,39,657,657,657,1,657,0,1,39,RL,7,5,1,No,28,5,4189,7
P30B,40,133,133,133,1,133,0,-1,40,TL,5,5,2,No,14,5,3839,5
P30B,41,333,333,333,1,333,0,-1,41,TL,5,4,2,No,6,4,3236,5
P30B,42,282,282,282,1,282,0,-1,42,TH,6,3,1,No,33,3,3158,6
P30B,43,1444,210,1444,6,1444,0,-1,43,TL,5,5,2,No,22,5,2775,5
P30B,44,369,225,369,2,369,0,1,44,RL,4,4,2,No,76,4,3722,4
P30B,45,438,438,438,1,438,0,-1,45,TL,4,4,1,No,58,4,2811,4
P30B,46,0,NA,NA,NA,NA,1,-1,46,TL,4,4,2,No,2,4,2803,4
P30B,47,1020,615,1020,2,1020,0,-1,47,TH,4,4,2,No,1,4,2960,4
P30B,48,929,171,929,3,929,0,-1,48,RH,5,5,1,No,55,5,3516,5
P30B,49,1140,484,819,2,819,0,-1,49,TH,5,5,3,No,37,5,4115,5
P30B,50,679,272,679,2,679,0,-1,50,TL,6,4,1,No,66,4,3470,6
P30B,51,321,321,321,1,321,0,-1,51,TL,4,5,3,No,38,5,4259,4
P30B,52,172,172,172,1,739,0,-1,52,TL,5,4,1,No,26,4,2469,5
P30B,53,377,377,377,1,377,0,-1,53,TL,6,4,1,No,10,4,4599,6
P30B,54,481,481,481,1,481,0,-1,54,TH,4,4,2,No,61,4,3584,4
P30B,55,1337,201,201,1,1601,0,-1,55,TH,5,6,3,No,17,6,4570,5
P30B,56,368,209,368,2,368,0,-1,56,RH,4,6,2,No,67,6,3709,4
P30B,57,1031,778,778,1,1742,0,1,57,RL,6,5,2,No,68,5,4224,6
P30B,58,951,233,470,2,470,0,-1,58,RH,9,6,2,No,47,6,4795,9
P30B,59,217,217,217,1,217,0,1,59,RL,4,5,1,No,44,5,2502,4
P30B,60,537,265,363,2,363,0,1,60,RL,6,5,1,No,16,5,3538,6
P30B,61,475,475,475,1,475,0,-1,61,TH,6,5,2,No,13,5,3466,6
P30B,62,469,469,469,1,469,0,1,62,RL,6,7,2,No,24,7,2780,6
P30B,63,595,272,272,1,272,0,1,63,RL,6,7,1,No,56,7,2401,6
P30B,64,303,303,303,1,303,0,0,64,RL,7,5,2,No,72,5,3065,7
P30B,65,415,227,415,2,415,0,-1,65,TH,5,4,1,No,69,4,5082,5
P30B,66,299,299,299,1,432,0,-1,66,RH,6,3,1,No,31,3,2300,6
P30B,67,611,311,611,2,611,0,-1,67,RH,5,6,2,No,7,6,2004,5
P30B,68,875,277,875,2,875,0,-1,68,RH,4,6,2,No,3,6,3736,4
P30B,69,687,338,338,1,338,0,-1,69,TH,5,5,2,No,21,5,5298,5
P30B,70,509,192,509,2,509,0,-1,70,RH,6,5,2,No,19,5,3584,6
P30B,71,409,409,409,1,409,0,-1,71,RH,6,6,1,No,27,6,2442,6
P30B,72,214,214,214,1,214,0,-1,72,TH,5,4,2,No,41,4,3626,5
P30B,73,1109,184,913,3,913,0,-1,73,TL,4,3,1,No,54,3,4006,4
