participant,item,congruency,task,IA_LABEL,totread,fpass,spass,regpath,regin,reginc,regout,regoutc,skip,accuracy,rt,order,trial_trt
32_2,7_cong,congruent,entertainment,Coda,3721,567,3154,4033,0,0,1,1,0,0,8130,1,21400
32_2,5_cong,congruent,entertainment,Context,10927,10660,267,10660,1,1,0,0,0,0,8110,1,17935
32_2,5_cong,congruent,entertainment,Target,1842,229,1613,2109,0,0,1,1,0,0,8110,1,17935
32_2,5_cong,congruent,entertainment,Spillover,3066,3066,,3066,0,0,0,0,0,0,8110,1,17935
32_2,5_cong,congruent,entertainment,Coda,2100,2100,,2100,0,0,0,0,0,0,8110,1,17935
32_2,6_inc,incongruent,entertainment,Context,17575,15344,2090,15344,1,2,0,0,0,0,5808,1,26858
32_2,6_inc,incongruent,entertainment,Target,3290,2805,277,2805,1,1,0,0,0,0,5808,1,26858
32_2,6_inc,incongruent,entertainment,Spillover,2905,2247,658,2247,0,0,0,0,0,0,5808,1,26858
32_2,6_inc,incongruent,entertainment,Coda,3088,2893,195,6462,0,0,1,2,0,0,5808,1,26858
32_2,3_cong,congruent,entertainment,Context,19773,16026,3747,16026,1,1,0,0,0,0,10130,1,31567
32_2,3_cong,congruent,entertainment,Target,1715,1715,,1715,0,0,0,0,0,0,10130,1,31567
32_2,3_cong,congruent,entertainment,Spillover,2197,1999,198,1999,1,1,0,0,0,0,10130,1,31567
32_2,3_cong,congruent,entertainment,Coda,7882,2359,3977,11827,0,0,1,2,0,0,10130,1,31567
32_2,4_inc,incongruent,entertainment,Context,25286,17781,7505,17781,1,1,0,0,0,0,17028,1,37499
32_2,4_inc,incongruent,entertainment,Target,6526,6526,,6526,0,0,0,0,0,0,17028,1,37499
32_2,4_inc,incongruent,entertainment,Spillover,3231,3231,,3231,0,0,0,0,0,0,17028,1,37499
32_2,4_inc,incongruent,entertainment,Coda,2456,2456,,9961,0,0,1,1,0,0,17028,1,37499
32_2,9_cong,congruent,entertainment,Context,14712,14712,,14712,0,0,0,0,0,1,12055,1,22699
32_2,9_cong,congruent,entertainment,Target,2113,1940,173,1940,1,1,0,0,0,1,12055,1,22699
32_2,9_cong,congruent,entertainment,Spillover,2289,2026,263,2026,1,1,0,0,0,1,12055,1,22699
32_2,9_cong,congruent,entertainment,Coda,3585,3585,,4021,0,0,1,1,0,1,12055,1,22699
32_2,10_inc,incongruent,entertainment,Context,13749,13749,,13749,0,0,0,0,0,0,4642,1,20611
32_2,10_inc,incongruent,entertainment,Target,2167,2167,,2167,0,0,0,0,0,0,4642,1,20611
32_2,10_inc,incongruent,entertainment,Spillover,2311,2311,,2311,0,0,0,0,0,0,4642,1,20611
32_2,10_inc,incongruent,entertainment,Coda,2384,2384,,2384,0,0,0,0,0,0,4642,1,20611
32_2,1_cong,congruent,entertainment,Context,14467,13534,371,13534,1,2,0,0,0,1,12202,1,25182
32_2,1_cong,congruent,entertainment,Target,2616,2410,206,2410,1,1,0,0,0,1,12202,1,25182
32_2,1_cong,congruent,entertainment,Spillover,5505,2630,334,2630,1,1,0,0,0,1,12202,1,25182
32_2,1_cong,congruent,entertainment,Coda,2594,2461,133,6608,0,0,1,2,0,1,12202,1,25182
32_2,8_inc,incongruent,entertainment,Context,24139,16278,7350,16278,1,2,0,0,0,0,7559,1,36688
32_2,8_inc,incongruent,entertainment,Target,4068,1839,648,1839,1,1,0,0,0,0,7559,1,36688
32_2,8_inc,incongruent,entertainment,Spillover,3761,2354,1205,2354,1,1,0,0,0,0,7559,1,36688
32_2,8_inc,incongruent,entertainment,Coda,4720,2459,2261,16217,0,0,1,2,0,0,7559,1,36688
32_2,15_cong,congruent,fact_check,Context,11845,11845,,11845,0,0,0,0,0,1,7354,2,19653
32_2,15_cong,congruent,fact_check,Target,2633,2633,,2633,0,0,0,0,0,1,7354,2,19653
32_2,15_cong,congruent,fact_check,Spillover,2730,2730,,2730,0,0,0,0,0,1,7354,2,19653
32_2,15_cong,congruent,fact_check,Coda,2445,2445,,2445,0,0,0,0,0,1,7354,2,19653
32_2,12_inc,incongruent,fact_check,Context,24413,19284,331,19284,1,3,0,0,0,1,5542,2,35568
32_2,12_inc,incongruent,fact_check,Target,4104,148,2088,2567,1,1,1,1,0,1,5542,2,35568
32_2,12_inc,incongruent,fact_check,Spillover,3519,3519,,3519,0,0,0,0,0,1,5542,2,35568
32_2,12_inc,incongruent,fact_check,Coda,3532,3334,198,10198,0,0,1,2,0,1,5542,2,35568
32_2,14_inc,incongruent,fact_check,Context,19483,15120,4363,15120,1,1,0,0,0,1,12701,2,40612
32_2,14_inc,incongruent,fact_check,Target,5326,2353,281,2353,1,2,0,0,0,1,12701,2,40612
32_2,14_inc,incongruent,fact_check,Spillover,9862,3119,1904,5304,1,1,1,1,0,1,12701,2,40612
32_2,14_inc,incongruent,fact_check,Coda,5941,4040,1901,17835,0,0,1,1,0,1,12701,2,40612
32_2,13_cong,congruent,fact_check,Context,16155,13189,2650,13189,1,2,0,0,0,0,9071,2,25536
32_2,13_cong,congruent,fact_check,Target,4514,837,310,7480,0,0,1,2,0,0,9071,2,25536
32_2,13_cong,congruent,fact_check,Spillover,1909,1909,,1909,0,0,0,0,0,0,9071,2,25536
32_2,13_cong,congruent,fact_check,Coda,2958,2958,,2958,0,0,0,0,0,0,9071,2,25536
32_2,11_cong,congruent,fact_check,Context,13974,13974,,13974,0,0,0,0,0,1,9524,2,21603
32_2,11_cong,congruent,fact_check,Target,2627,2341,286,2341,1,1,0,0,0,1,9524,2,21603
32_2,11_cong,congruent,fact_check,Spillover,2177,2177,,2177,0,0,0,0,0,1,9524,2,21603
32_2,11_cong,congruent,fact_check,Coda,2825,2825,,3111,0,0,1,1,0,1,9524,2,21603
32_2,16_inc,incongruent,fact_check,Context,21587,19661,156,19661,1,2,0,0,0,0,12721,2,31048
32_2,16_inc,incongruent,fact_check,Target,2989,2482,507,2482,1,1,0,0,0,0,12721,2,31048
32_2,16_inc,incongruent,fact_check,Spillover,4420,3758,395,3758,1,1,0,0,0,0,12721,2,31048
32_2,16_inc,incongruent,fact_check,Coda,2052,143,1909,5147,0,0,1,2,0,0,12721,2,31048
32_2,19_cong,congruent,fact_check,Context,15782,15782,,15782,0,0,0,0,0,1,5600,2,22170
32_2,19_cong,congruent,fact_check,Target,2345,2345,,2345,0,0,0,0,0,1,5600,2,22170
32_2,19_cong,congruent,fact_check,Spillover,2567,2567,,2567,0,0,0,0,0,1,5600,2,22170
32_2,19_cong,congruent,fact_check,Coda,1476,1476,,1476,0,0,0,0,0,1,5600,2,22170
32_2,18_inc,incongruent,fact_check,Context,15484,14640,135,14640,1,2,0,0,0,1,9014,2,25574
32_2,18_inc,incongruent,fact_check,Target,3935,2445,1084,2445,0,0,0,0,0,1,9014,2,25574
32_2,18_inc,incongruent,fact_check,Spillover,2865,2865,,2865,0,0,0,0,0,1,9014,2,25574
32_2,18_inc,incongruent,fact_check,Coda,3290,3290,,5624,0,0,1,1,0,1,9014,2,25574
32_2,17_cong,congruent,fact_check,Context,18521,14546,3975,14546,1,1,0,0,0,1,8247,2,29600
32_2,17_cong,congruent,fact_check,Target,4528,4117,250,8342,1,1,1,1,0,1,8247,2,29600
32_2,17_cong,congruent,fact_check,Spillover,2658,686,1729,2576,1,1,1,1,0,1,8247,2,29600
32_2,17_cong,congruent,fact_check,Coda,3893,116,3777,4136,0,0,1,1,0,1,8247,2,29600
32_2,20_inc,incongruent,fact_check,Context,14704,14165,214,14165,1,2,0,0,0,1,5150,2,34481
32_2,20_inc,incongruent,fact_check,Target,10705,2207,2606,2207,1,3,0,0,0,1,5150,2,34481
32_2,20_inc,incongruent,fact_check,Spillover,3432,453,2852,8847,0,0,1,1,0,1,5150,2,34481
32_2,20_inc,incongruent,fact_check,Coda,5640,4533,1107,9262,0,0,1,2,0,1,5150,2,34481
33_1,1_inc,incongruent,fact_check,Context,14240,13429,198,13429,1,2,0,0,0,1,4937,UNDEFINED,22632
33_1,1_inc,incongruent,fact_check,Target,3609,636,2666,3500,1,1,1,1,0,1,4937,UNDEFINED,22632
33_1,1_inc,incongruent,fact_check,Spillover,1927,1927,,1927,0,0,0,0,0,1,4937,UNDEFINED,22632
33_1,1_inc,incongruent,fact_check,Coda,2856,2856,,3776,0,0,1,1,0,1,4937,UNDEFINED,22632
33_1,9_inc,incongruent,fact_check,Context,18405,18405,,18405,0,0,0,0,0,1,7949,1,30924
33_1,9_inc,incongruent,fact_check,Target,1843,575,982,575,1,3,0,0,0,1,7949,1,30924
33_1,9_inc,incongruent,fact_check,Spillover,6285,205,291,7553,0,0,1,3,0,1,7949,1,30924
33_1,9_inc,incongruent,fact_check,Coda,4391,4391,,4391,0,0,0,0,0,1,7949,1,30924
33_1,6_cong,congruent,fact_check,Context,27921,15275,12646,15275,1,1,0,0,0,1,5997,1,41340
33_1,6_cong,congruent,fact_check,Target,5156,3022,2134,3022,0,0,0,0,0,1,5997,1,41340
33_1,6_cong,congruent,fact_check,Spillover,4412,1825,1466,1825,1,1,0,0,0,1,5997,1,41340
33_1,6_cong,congruent,fact_check,Coda,3851,1951,864,21218,0,0,1,2,0,1,5997,1,41340
33_1,8_cong,congruent,fact_check,Context,23496,23496,,23496,0,0,0,0,0,1,8565,1,31795
33_1,8_cong,congruent,fact_check,Target,1705,1705,,1705,0,0,0,0,0,1,8565,1,31795
33_1,8_cong,congruent,fact_check,Spillover,3312,3210,102,3210,1,1,0,0,0,1,8565,1,31795
33_1,8_cong,congruent,fact_check,Coda,3282,2980,302,3384,0,0,1,1,0,1,8565,1,31795
33_1,3_inc,incongruent,fact_check,Context,19217,12224,6615,12224,1,2,0,0,0,1,5359,1,26159
33_1,3_inc,incongruent,fact_check,Target,3139,1824,1315,1824,0,0,0,0,0,1,5359,1,26159
33_1,3_inc,incongruent,fact_check,Spillover,1489,1489,,1489,0,0,0,0,0,1,5359,1,26159
33_1,3_inc,incongruent,fact_check,Coda,2314,2314,,10622,0,0,1,1,0,1,5359,1,26159
33_1,7_inc,incongruent,fact_check,Context,14345,13639,556,13639,1,2,0,0,0,1,4974,1,20494
33_1,7_inc,incongruent,fact_check,Target,2307,1569,738,2863,0,0,1,1,0,1,4974,1,20494
33_1,7_inc,incongruent,fact_check,Spillover,1660,1579,81,1579,1,1,0,0,0,1,4974,1,20494
33_1,7_inc,incongruent,fact_check,Coda,2182,2182,,2413,0,0,1,1,0,1,4974,1,20494
33_1,2_cong,congruent,fact_check,Context,32408,21777,144,21777,1,3,0,0,0,0,6997,1,44663
33_1,2_cong,congruent,fact_check,Target,4739,276,2810,3230,1,1,1,1,0,0,6997,1,44663
33_1,2_cong,congruent,fact_check,Spillover,3739,475,1728,2714,0,0,1,1,0,0,6997,1,44663
33_1,2_cong,congruent,fact_check,Coda,3777,2229,1548,16942,0,0,1,2,0,0,6997,1,44663
33_1,5_inc,incongruent,fact_check,Context,11397,11397,,11397,0,0,0,0,0,1,3502,1,18870
33_1,5_inc,incongruent,fact_check,Target,3142,2867,275,2867,1,1,0,0,0,1,3502,1,18870
33_1,5_inc,incongruent,fact_check,Spillover,2431,184,2247,2706,0,0,1,1,0,1,3502,1,18870
33_1,5_inc,incongruent,fact_check,Coda,1900,1900,,1900,0,0,0,0,0,1,3502,1,18870
33_1,10_cong,congruent,fact_check,Context,17152,17152,,17152,0,0,0,0,0,1,3350,1,21986
33_1,10_cong,congruent,fact_check,Target,1439,1439,,1439,0,0,0,0,0,1,3350,1,21986
33_1,10_cong,congruent,fact_check,Spillover,1741,1741,,1741,0,0,0,0,0,1,3350,1,21986
33_1,10_cong,congruent,fact_check,Coda,1654,1654,,1654,0,0,0,0,0,1,3350,1,21986
33_1,4_cong,congruent,fact_check,Context,33241,13284,19957,13284,1,1,0,0,0,1,4809,1,33376
33_1,4_cong,congruent,fact_check,Target,135,135,,20092,0,0,1,1,0,1,4809,1,33376
33_1,4_cong,congruent,fact_check,Spillover,0,.,,.,.,.,.,.,1,1,4809,1,33376
33_1,4_cong,congruent,fact_check,Coda,0,.,,.,.,.,.,.,1,1,4809,1,33376
33_1,12_cong,congruent,entertainment,Context,20528,11645,2261,11645,0,0,0,0,0,1,3767,2,31786
33_1,12_cong,congruent,entertainment,Target,3793,2066,1727,2066,0,0,0,0,0,1,3767,2,31786
33_1,12_cong,congruent,entertainment,Spillover,3419,1625,1709,1625,1,1,0,0,0,1,3767,2,31786
33_1,12_cong,congruent,entertainment,Coda,3500,1619,1881,15904,0,0,1,1,0,1,3767,2,31786
33_1,11_inc,incongruent,entertainment,Context,12558,3312,7176,10488,1,3,0,0,0,1,3579,2,19475
33_1,11_inc,incongruent,entertainment,Target,2998,1807,310,2524,1,2,1,1,0,1,3579,2,19475
33_1,11_inc,incongruent,entertainment,Spillover,2328,174,177,822,0,0,1,1,0,1,3579,2,19475
33_1,11_inc,incongruent,entertainment,Coda,1412,267,969,5462,0,0,1,3,0,1,3579,2,19475
33_1,17_inc,incongruent,entertainment,Context,10203,10203,,10203,0,0,0,0,0,0,3682,2,16824
33_1,17_inc,incongruent,entertainment,Target,2082,2082,,2082,0,0,0,0,0,0,3682,2,16824
33_1,17_inc,incongruent,entertainment,Spillover,2249,2249,,2249,0,0,0,0,0,0,3682,2,16824
33_1,17_inc,incongruent,entertainment,Coda,2290,2290,,2290,0,0,0,0,0,0,3682,2,16824
33_1,20_cong,congruent,entertainment,Context,16701,13230,3471,13230,1,1,0,0,0,1,5406,2,24182
33_1,20_cong,congruent,entertainment,Target,2042,2042,,2042,0,0,0,0,0,1,5406,2,24182
33_1,20_cong,congruent,entertainment,Spillover,2881,1324,1435,2759,0,0,0,0,0,1,5406,2,24182
33_1,20_cong,congruent,entertainment,Coda,2184,2184,,5777,0,0,1,1,0,1,5406,2,24182
33_1,19_inc,incongruent,entertainment,Context,25796,15097,160,15097,1,7,0,0,0,0,4598,2,31767
33_1,19_inc,incongruent,entertainment,Target,2860,1054,204,5185,1,1,1,4,0,0,4598,2,31767
33_1,19_inc,incongruent,entertainment,Spillover,1486,581,733,581,1,1,0,0,0,0,4598,2,31767
33_1,19_inc,incongruent,entertainment,Coda,654,654,,9933,0,0,1,1,0,0,4598,2,31767
33_1,13_inc,incongruent,entertainment,Context,13492,2531,3584,6115,1,2,0,0,0,1,4085,2,21081
33_1,13_inc,incongruent,entertainment,Target,1718,141,832,5880,1,2,1,1,0,1,4085,2,21081
33_1,13_inc,incongruent,entertainment,Spillover,1969,1969,,1969,0,0,0,0,1,1,4085,2,21081
33_1,13_inc,incongruent,entertainment,Coda,1576,327,90,6760,0,0,1,2,0,1,4085,2,21081
33_1,15_inc,incongruent,entertainment,Context,12443,3415,3855,7270,1,8,0,0,0,1,5959,2,22448
33_1,15_inc,incongruent,entertainment,Target,4208,219,196,1428,1,2,1,2,0,1,5959,2,22448
33_1,15_inc,incongruent,entertainment,Spillover,2038,261,302,945,1,2,1,1,0,1,5959,2,22448
33_1,15_inc,incongruent,entertainment,Coda,2852,449,1447,11898,0,0,1,4,0,1,5959,2,22448
33_1,14_cong,congruent,entertainment,Context,10330,7144,2127,9271,1,1,0,0,0,1,3049,2,18542
33_1,14_cong,congruent,entertainment,Target,1466,1335,131,1335,1,1,0,0,0,1,3049,2,18542
33_1,14_cong,congruent,entertainment,Spillover,4241,2781,935,2781,1,1,0,0,0,1,3049,2,18542
33_1,14_cong,congruent,entertainment,Coda,2322,150,127,4972,0,0,1,3,0,1,3049,2,18542
33_1,18_cong,congruent,entertainment,Context,12648,11874,774,11874,1,1,0,0,0,1,4667,2,19128
33_1,18_cong,congruent,entertainment,Target,2232,2232,,2232,0,0,0,0,0,1,4667,2,19128
33_1,18_cong,congruent,entertainment,Spillover,2674,2674,,2674,0,0,0,0,0,1,4667,2,19128
33_1,18_cong,congruent,entertainment,Coda,1574,1574,,2348,0,0,1,1,0,1,4667,2,19128
33_1,16_cong,congruent,entertainment,Context,25418,25418,,25418,0,0,0,0,0,1,4242,2,31057
33_1,16_cong,congruent,entertainment,Target,2279,2279,,2279,0,0,0,0,0,1,4242,2,31057
33_1,16_cong,congruent,entertainment,Spillover,1790,1790,,1790,0,0,0,0,0,1,4242,2,31057
33_1,16_cong,congruent,entertainment,Coda,1480,1480,,1480,0,0,0,0,0,1,4242,2,31057
34_2,4_inc,incongruent,entertainment,Context,16455,13527,1604,13527,1,2,0,0,0,0,16256,1,28708
34_2,4_inc,incongruent,entertainment,Target,6117,3436,129,3436,1,3,0,0,0,0,16256,1,28708
34_2,4_inc,incongruent,entertainment,Spillover,3718,311,1345,8003,0,0,1,3,0,0,16256,1,28708
34_2,4_inc,incongruent,entertainment,Coda,2309,2309,,3633,0,0,1,1,0,0,16256,1,28708
34_2,9_cong,congruent,entertainment,Context,13252,13252,,13252,1,1,0,0,1,1,8566,1,20776
34_2,9_cong,congruent,entertainment,Target,1454,1454,,1454,0,0,0,0,1,1,8566,1,20776
34_2,9_cong,congruent,entertainment,Spillover,2265,159,2106,16971,0,0,1,1,0,1,8566,1,20776
34_2,9_cong,congruent,entertainment,Coda,3805,3805,,3805,0,0,0,0,0,1,8566,1,20776
34_2,1_cong,congruent,entertainment,Context,15146,11740,3258,11740,1,2,0,0,0,1,10662,1,24377
34_2,1_cong,congruent,entertainment,Target,2462,1590,713,1590,1,2,0,0,0,1,10662,1,24377
34_2,1_cong,congruent,entertainment,Spillover,4869,2353,370,2353,1,1,0,0,0,1,10662,1,24377
34_2,1_cong,congruent,entertainment,Coda,1900,102,1798,8694,0,0,1,2,0,1,10662,1,24377
34_2,3_cong,congruent,entertainment,Context,14406,13805,601,13805,1,1,0,0,0,0,12623,1,21337
34_2,3_cong,congruent,entertainment,Target,1577,1388,189,1388,1,1,0,0,0,0,12623,1,21337
34_2,3_cong,congruent,entertainment,Spillover,3172,3012,160,3012,0,0,0,0,0,0,12623,1,21337
34_2,3_cong,congruent,entertainment,Coda,2182,2182,,3132,0,0,1,1,0,0,12623,1,21337
34_2,7_cong,congruent,entertainment,Context,19266,17875,1391,17875,1,1,0,0,0,1,6956,1,23886
34_2,7_cong,congruent,entertainment,Target,1770,1770,,1770,0,0,0,0,0,1,6956,1,23886
34_2,7_cong,congruent,entertainment,Spillover,1394,1394,,1394,0,0,0,0,0,1,6956,1,23886
34_2,7_cong,congruent,entertainment,Coda,1456,1456,,2847,0,0,1,1,0,1,6956,1,23886
34_2,5_cong,congruent,entertainment,Context,18467,13290,5177,13290,1,1,0,0,0,0,9205,1,25314
34_2,5_cong,congruent,entertainment,Target,1958,1796,162,1796,1,1,0,0,0,0,9205,1,25314
34_2,5_cong,congruent,entertainment,Spillover,2548,2396,152,2396,0,0,0,0,0,0,9205,1,25314
34_2,5_cong,congruent,entertainment,Coda,2341,2091,250,7832,0,0,1,2,0,0,9205,1,25314
34_2,8_inc,incongruent,entertainment,Context,18024,11667,6357,11667,1,1,0,0,0,0,4728,1,24117
34_2,8_inc,incongruent,entertainment,Target,1342,1342,,1342,0,0,0,0,0,0,4728,1,24117
34_2,8_inc,incongruent,entertainment,Spillover,2266,2266,,2266,0,0,0,0,0,0,4728,1,24117
34_2,8_inc,incongruent,entertainment,Coda,2485,2485,,8842,0,0,1,1,0,0,4728,1,24117
34_2,10_inc,incongruent,entertainment,Context,23702,13941,150,13941,1,6,0,0,0,1,6551,1,39560
34_2,10_inc,incongruent,entertainment,Target,10025,717,2212,5504,0,0,1,2,0,1,6551,1,39560
34_2,10_inc,incongruent,entertainment,Spillover,3542,1858,1684,1858,0,0,0,0,0,1,6551,1,39560
34_2,10_inc,incongruent,entertainment,Coda,2291,2291,,18257,0,0,1,1,0,1,6551,1,39560
34_2,2_inc,incongruent,entertainment,Context,32802,8160,9885,18045,1,3,0,0,0,1,4377,1,43922
34_2,2_inc,incongruent,entertainment,Target,4521,1630,1788,1630,1,2,0,0,0,1,4377,1,43922
34_2,2_inc,incongruent,entertainment,Spillover,4252,2118,159,2118,0,0,0,0,0,1,4377,1,43922
34_2,2_inc,incongruent,entertainment,Coda,2056,2056,,21838,0,0,1,1,0,1,4377,1,43922
34_2,6_inc,incongruent,entertainment,Context,23124,17676,916,17676,1,3,0,0,0,0,13893,1,34991
34_2,6_inc,incongruent,entertainment,Target,6511,557,2324,3797,1,1,1,1,0,0,13893,1,34991
34_2,6_inc,incongruent,entertainment,Spillover,2862,1333,1529,4437,0,0,1,1,0,0,13893,1,34991
34_2,6_inc,incongruent,entertainment,Coda,2494,2494,,9081,0,0,1,1,0,0,13893,1,34991
34_2,12_inc,incongruent,fact_check,Context,17891,13135,2300,13135,1,2,0,0,0,1,8411,2,26857
34_2,12_inc,incongruent,fact_check,Target,5235,2426,2269,6995,1,1,1,1,0,1,8411,2,26857
34_2,12_inc,incongruent,fact_check,Spillover,1988,1988,,1988,0,0,0,0,0,1,8411,2,26857
34_2,12_inc,incongruent,fact_check,Coda,1743,1743,,4739,0,0,1,1,0,1,8411,2,26857
34_2,16_inc,incongruent,fact_check,Context,19754,13024,219,13024,1,6,0,0,0,1,6130,2,36106
34_2,16_inc,incongruent,fact_check,Target,10005,186,1832,2237,0,0,1,1,0,1,6130,2,36106
34_2,16_inc,incongruent,fact_check,Spillover,4440,2253,1451,2253,1,1,0,0,0,1,6130,2,36106
34_2,16_inc,incongruent,fact_check,Coda,1907,332,1575,18592,0,0,1,2,0,1,6130,2,36106
34_2,18_inc,incongruent,fact_check,Context,15131,12258,2456,12258,1,2,0,0,0,1,9791,2,24250
34_2,18_inc,incongruent,fact_check,Target,4052,2955,445,2955,1,1,0,0,0,1,9791,2,24250
34_2,18_inc,incongruent,fact_check,Spillover,3797,2015,1782,7350,0,0,1,1,0,1,9791,2,24250
34_2,18_inc,incongruent,fact_check,Coda,1270,1270,,1687,0,0,1,1,0,1,9791,2,24250
34_2,17_cong,congruent,fact_check,Context,11963,11963,,11963,0,0,0,0,0,1,10944,2,21248
34_2,17_cong,congruent,fact_check,Target,1809,1809,,1809,0,0,0,0,0,1,10944,2,21248
34_2,17_cong,congruent,fact_check,Spillover,2343,2343,,2343,0,0,0,0,0,1,10944,2,21248
34_2,17_cong,congruent,fact_check,Coda,5133,5133,,5133,0,0,0,0,0,1,10944,2,21248
34_2,14_inc,incongruent,fact_check,Context,26704,20859,717,20859,1,6,0,0,1,1,8372,2,42027
34_2,14_inc,incongruent,fact_check,Target,5099,3916,314,3916,1,3,0,0,1,1,8372,2,42027
34_2,14_inc,incongruent,fact_check,Spillover,8084,714,4578,8480,0,0,0,0,1,1,8372,2,42027
34_2,14_inc,incongruent,fact_check,Coda,2140,106,644,42027,0,0,1,3,0,1,8372,2,42027
34_2,20_inc,incongruent,fact_check,Context,15428,14641,787,14641,1,1,0,0,0,1,4377,2,29316
34_2,20_inc,incongruent,fact_check,Target,4223,2338,338,2338,1,4,0,0,0,1,4377,2,29316
34_2,20_inc,incongruent,fact_check,Spillover,7430,567,637,8754,1,1,1,4,0,1,4377,2,29316
34_2,20_inc,incongruent,fact_check,Coda,2235,140,2095,3583,0,0,1,2,0,1,4377,2,29316
34_2,11_cong,congruent,fact_check,Context,12097,11879,218,11879,1,1,0,0,0,1,3652,2,18802
34_2,11_cong,congruent,fact_check,Target,3821,3821,,3821,0,0,0,0,0,1,3652,2,18802
34_2,11_cong,congruent,fact_check,Spillover,1540,1540,,1540,0,0,0,0,0,1,3652,2,18802
34_2,11_cong,congruent,fact_check,Coda,1344,1344,,1562,0,0,1,1,0,1,3652,2,18802
34_2,13_cong,congruent,fact_check,Context,22583,14303,8280,14303,1,1,0,0,0,1,5628,2,28952
34_2,13_cong,congruent,fact_check,Target,1830,1830,,1830,0,0,0,0,0,1,5628,2,28952
34_2,13_cong,congruent,fact_check,Spillover,2192,2192,,2192,0,0,0,0,0,1,5628,2,28952
34_2,13_cong,congruent,fact_check,Coda,2347,2347,,10627,0,0,1,1,0,1,5628,2,28952
34_2,19_cong,congruent,fact_check,Context,15436,15436,,15436,0,0,0,0,0,1,5035,2,24481
34_2,19_cong,congruent,fact_check,Target,3039,3039,,3039,0,0,0,0,0,1,5035,2,24481
34_2,19_cong,congruent,fact_check,Spillover,4365,3757,608,3757,1,1,0,0,0,1,5035,2,24481
34_2,19_cong,congruent,fact_check,Coda,1641,344,1297,2249,0,0,1,1,0,1,5035,2,24481
34_2,15_cong,congruent,fact_check,Context,10592,10017,575,10017,1,1,0,0,0,1,3384,2,16521
34_2,15_cong,congruent,fact_check,Target,1721,1721,,1721,0,0,0,0,0,1,3384,2,16521
34_2,15_cong,congruent,fact_check,Spillover,2127,2127,,2127,0,0,0,0,0,1,3384,2,16521
34_2,15_cong,congruent,fact_check,Coda,2081,2081,,2656,0,0,1,1,0,1,3384,2,16521
35_1,1_inc,incongruent,fact_check,Context,13314,13120,194,13120,1,1,0,0,0,0,19229,UNDEFINED,30037
35_1,1_inc,incongruent,fact_check,Target,2772,2772,,2772,0,0,0,0,0,0,19229,UNDEFINED,30037
35_1,1_inc,incongruent,fact_check,Spillover,8721,4752,2829,4752,1,2,0,0,0,0,19229,UNDEFINED,30037
35_1,1_inc,incongruent,fact_check,Coda,5230,3479,1607,9393,0,0,1,3,0,0,19229,UNDEFINED,30037
35_1,7_inc,incongruent,fact_check,Context,12615,12615,,12615,0,0,0,0,0,0,13496,1,20775
35_1,7_inc,incongruent,fact_check,Target,2950,2694,256,2694,1,1,0,0,0,0,13496,1,20775
35_1,7_inc,incongruent,fact_check,Spillover,2402,385,2017,2658,0,0,1,1,0,0,13496,1,20775
35_1,7_inc,incongruent,fact_check,Coda,2696,2425,271,2696,0,0,0,0,0,0,13496,1,20775
35_1,2_cong,congruent,fact_check,Context,18305,17271,1034,17271,1,1,0,0,0,0,20680,1,28418
35_1,2_cong,congruent,fact_check,Target,3577,1196,2381,4611,0,0,1,1,0,0,20680,1,28418
35_1,2_cong,congruent,fact_check,Spillover,2742,2200,542,2200,1,1,0,0,0,0,20680,1,28418
35_1,2_cong,congruent,fact_check,Coda,3794,3794,,4336,0,0,1,1,0,0,20680,1,28418
35_1,5_inc,incongruent,fact_check,Context,18832,6830,10500,6830,1,2,0,0,0,1,5219,1,25193
35_1,5_inc,incongruent,fact_check,Target,2264,111,1991,12602,0,0,1,1,0,1,5219,1,25193
35_1,5_inc,incongruent,fact_check,Spillover,2226,2226,,2226,0,0,0,0,0,1,5219,1,25193
35_1,5_inc,incongruent,fact_check,Coda,1871,1871,,3535,0,0,1,1,0,1,5219,1,25193
35_1,10_cong,congruent,fact_check,Context,11240,10866,374,10866,1,1,0,0,0,1,10005,1,22750
35_1,10_cong,congruent,fact_check,Target,3667,2604,683,3287,0,0,0,0,0,1,10005,1,22750
35_1,10_cong,congruent,fact_check,Spillover,4267,1022,2722,4498,0,0,1,1,0,1,10005,1,22750
35_1,10_cong,congruent,fact_check,Coda,3266,3266,,3789,0,0,0,0,0,1,10005,1,22750
35_1,8_cong,congruent,fact_check,Context,18667,14363,3734,18097,1,1,0,0,0,1,7561,1,24980
35_1,8_cong,congruent,fact_check,Target,1704,1704,,1704,0,0,0,0,0,1,7561,1,24980
35_1,8_cong,congruent,fact_check,Spillover,2446,2446,,2446,0,0,0,0,0,1,7561,1,24980
35_1,8_cong,congruent,fact_check,Coda,2004,2004,,2574,0,0,1,1,0,1,7561,1,24980
35_1,4_cong,congruent,fact_check,Context,17839,17839,,17839,0,0,0,0,0,1,9933,1,25005
35_1,4_cong,congruent,fact_check,Target,2423,2423,,2423,0,0,0,0,0,1,9933,1,25005
35_1,4_cong,congruent,fact_check,Spillover,2656,1604,1052,2656,0,0,0,0,0,1,9933,1,25005
35_1,4_cong,congruent,fact_check,Coda,1755,1755,,1755,0,0,0,0,0,1,9933,1,25005
35_1,9_inc,incongruent,fact_check,Context,36933,17441,11273,17441,1,2,0,0,0,0,14679,1,49223
